,true,pred
4016,age,age
4017,religion,religion
4018,other_cyberbullying,other_cyberbullying
4019,other_cyberbullying,other_cyberbullying
4020,religion,religion
4021,age,age
4022,not_cyberbullying,other_cyberbullying
4023,not_cyberbullying,not_cyberbullying
4024,age,age
4025,ethnicity,ethnicity
4026,other_cyberbullying,other_cyberbullying
4027,ethnicity,ethnicity
4028,other_cyberbullying,other_cyberbullying
4029,age,age
4030,religion,religion
4031,ethnicity,ethnicity
4032,not_cyberbullying,other_cyberbullying
4033,age,age
4034,ethnicity,ethnicity
4035,gender,gender
4036,age,age
4037,age,age
4038,gender,not_cyberbullying
4039,other_cyberbullying,other_cyberbullying
4040,other_cyberbullying,other_cyberbullying
4041,gender,not_cyberbullying
4042,religion,religion
4043,other_cyberbullying,other_cyberbullying
4044,ethnicity,ethnicity
4045,religion,religion
4046,not_cyberbullying,not_cyberbullying
4047,not_cyberbullying,not_cyberbullying
4048,religion,religion
4049,other_cyberbullying,other_cyberbullying
4050,ethnicity,ethnicity
4051,other_cyberbullying,other_cyberbullying
4052,ethnicity,ethnicity
4053,religion,religion
4054,not_cyberbullying,other_cyberbullying
4055,age,age
4056,other_cyberbullying,not_cyberbullying
4057,religion,religion
4058,religion,religion
4059,not_cyberbullying,not_cyberbullying
4060,ethnicity,ethnicity
4061,religion,religion
4062,age,age
4063,religion,religion
4064,age,age
4065,age,age
4066,gender,gender
4067,religion,religion
4068,ethnicity,ethnicity
4069,age,age
4070,age,age
4071,religion,religion
4072,gender,gender
4073,other_cyberbullying,not_cyberbullying
4074,ethnicity,ethnicity
4075,age,age
4076,ethnicity,ethnicity
4077,not_cyberbullying,other_cyberbullying
4078,gender,gender
4079,gender,gender
4080,ethnicity,ethnicity
4081,age,age
4082,religion,religion
4083,age,age
4084,gender,gender
4085,religion,religion
4086,religion,religion
4087,not_cyberbullying,other_cyberbullying
4088,other_cyberbullying,other_cyberbullying
4089,ethnicity,ethnicity
4090,not_cyberbullying,other_cyberbullying
4091,ethnicity,ethnicity
4092,age,age
4093,not_cyberbullying,religion
4094,gender,gender
4095,age,age
4096,age,age
4097,religion,religion
4098,other_cyberbullying,other_cyberbullying
4099,gender,gender
4100,ethnicity,ethnicity
4101,other_cyberbullying,other_cyberbullying
4102,age,age
4103,not_cyberbullying,not_cyberbullying
4104,religion,religion
4105,other_cyberbullying,other_cyberbullying
4106,not_cyberbullying,religion
4107,ethnicity,ethnicity
4108,not_cyberbullying,other_cyberbullying
4109,religion,religion
4110,other_cyberbullying,not_cyberbullying
4111,ethnicity,ethnicity
4112,religion,religion
4113,religion,religion
4114,ethnicity,ethnicity
4115,not_cyberbullying,not_cyberbullying
4116,ethnicity,ethnicity
4117,gender,gender
4118,gender,gender
4119,religion,religion
4120,not_cyberbullying,not_cyberbullying
4121,ethnicity,ethnicity
4122,religion,religion
4123,age,age
4124,gender,gender
4125,gender,gender
4126,ethnicity,ethnicity
4127,religion,religion
4128,other_cyberbullying,not_cyberbullying
4129,ethnicity,ethnicity
4130,not_cyberbullying,other_cyberbullying
4131,religion,religion
4132,gender,not_cyberbullying
4133,religion,religion
4134,religion,religion
4135,gender,not_cyberbullying
4136,ethnicity,ethnicity
4137,other_cyberbullying,not_cyberbullying
4138,gender,not_cyberbullying
4139,age,age
4140,gender,gender
4141,ethnicity,ethnicity
4142,age,age
4143,age,age
4144,ethnicity,ethnicity
4145,age,age
4146,gender,gender
4147,age,age
4148,ethnicity,ethnicity
4149,religion,religion
4150,other_cyberbullying,other_cyberbullying
4151,age,age
4152,age,age
4153,ethnicity,ethnicity
4154,ethnicity,ethnicity
4155,not_cyberbullying,other_cyberbullying
4156,ethnicity,other_cyberbullying
4157,ethnicity,ethnicity
4158,not_cyberbullying,not_cyberbullying
4159,religion,religion
4160,not_cyberbullying,not_cyberbullying
4161,gender,gender
4162,gender,gender
4163,other_cyberbullying,other_cyberbullying
4164,religion,religion
4165,other_cyberbullying,other_cyberbullying
4166,age,age
4167,ethnicity,ethnicity
4168,not_cyberbullying,not_cyberbullying
4169,religion,religion
4170,ethnicity,ethnicity
4171,other_cyberbullying,other_cyberbullying
4172,gender,gender
4173,ethnicity,ethnicity
4174,gender,gender
4175,age,age
4176,other_cyberbullying,other_cyberbullying
4177,other_cyberbullying,other_cyberbullying
4178,religion,religion
4179,other_cyberbullying,ethnicity
4180,gender,gender
4181,religion,religion
4182,religion,religion
4183,other_cyberbullying,other_cyberbullying
4184,gender,gender
4185,gender,gender
4186,not_cyberbullying,not_cyberbullying
4187,not_cyberbullying,not_cyberbullying
4188,ethnicity,ethnicity
4189,ethnicity,ethnicity
4190,gender,gender
4191,ethnicity,ethnicity
4192,not_cyberbullying,other_cyberbullying
4193,religion,not_cyberbullying
4194,age,age
4195,not_cyberbullying,not_cyberbullying
4196,age,age
4197,ethnicity,ethnicity
4198,not_cyberbullying,not_cyberbullying
4199,other_cyberbullying,other_cyberbullying
4200,age,age
4201,religion,religion
4202,age,age
4203,not_cyberbullying,not_cyberbullying
4204,gender,gender
4205,gender,gender
4206,age,age
4207,ethnicity,ethnicity
4208,gender,gender
4209,gender,other_cyberbullying
4210,gender,gender
4211,other_cyberbullying,other_cyberbullying
4212,religion,religion
4213,religion,religion
4214,ethnicity,ethnicity
4215,gender,gender
4216,not_cyberbullying,not_cyberbullying
4217,ethnicity,ethnicity
4218,religion,religion
4219,gender,gender
4220,other_cyberbullying,other_cyberbullying
4221,other_cyberbullying,other_cyberbullying
4222,age,age
4223,ethnicity,ethnicity
4224,age,age
4225,gender,gender
4226,age,age
4227,other_cyberbullying,not_cyberbullying
4228,ethnicity,ethnicity
4229,religion,religion
4230,gender,gender
4231,not_cyberbullying,not_cyberbullying
4232,religion,religion
4233,age,age
4234,ethnicity,other_cyberbullying
4235,age,age
4236,gender,gender
4237,religion,religion
4238,religion,religion
4239,age,age
4240,age,age
4241,age,age
4242,other_cyberbullying,other_cyberbullying
4243,age,age
4244,gender,gender
4245,not_cyberbullying,not_cyberbullying
4246,other_cyberbullying,other_cyberbullying
4247,gender,gender
4248,religion,religion
4249,religion,religion
4250,gender,other_cyberbullying
4251,religion,religion
4252,gender,gender
4253,gender,gender
4254,not_cyberbullying,not_cyberbullying
4255,ethnicity,ethnicity
4256,age,age
4257,ethnicity,ethnicity
4258,gender,gender
4259,age,age
4260,religion,religion
4261,religion,religion
4262,religion,religion
4263,religion,religion
4264,ethnicity,ethnicity
4265,ethnicity,ethnicity
4266,gender,not_cyberbullying
4267,religion,religion
4268,religion,religion
4269,gender,gender
4270,other_cyberbullying,other_cyberbullying
4271,ethnicity,ethnicity
4272,ethnicity,ethnicity
4273,not_cyberbullying,not_cyberbullying
4274,other_cyberbullying,other_cyberbullying
4275,ethnicity,ethnicity
4276,not_cyberbullying,not_cyberbullying
4277,gender,gender
4278,ethnicity,ethnicity
4279,ethnicity,ethnicity
4280,religion,religion
4281,religion,religion
4282,not_cyberbullying,not_cyberbullying
4283,age,age
4284,not_cyberbullying,other_cyberbullying
4285,ethnicity,not_cyberbullying
4286,not_cyberbullying,not_cyberbullying
4287,gender,gender
4288,age,age
4289,ethnicity,ethnicity
4290,gender,gender
4291,age,age
4292,age,age
4293,not_cyberbullying,other_cyberbullying
4294,gender,gender
4295,religion,religion
4296,ethnicity,ethnicity
4297,ethnicity,ethnicity
4298,other_cyberbullying,other_cyberbullying
4299,ethnicity,ethnicity
4300,age,age
4301,age,age
4302,gender,ethnicity
4303,religion,religion
4304,gender,gender
4305,age,age
4306,age,age
4307,other_cyberbullying,other_cyberbullying
4308,religion,religion
4309,ethnicity,ethnicity
4310,other_cyberbullying,other_cyberbullying
4311,gender,gender
4312,not_cyberbullying,not_cyberbullying
4313,gender,gender
4314,not_cyberbullying,not_cyberbullying
4315,gender,gender
4316,gender,gender
4317,ethnicity,ethnicity
4318,age,age
4319,other_cyberbullying,not_cyberbullying
4320,ethnicity,ethnicity
4321,ethnicity,ethnicity
4322,gender,gender
4323,religion,religion
4324,religion,religion
4325,not_cyberbullying,not_cyberbullying
4326,religion,religion
4327,ethnicity,ethnicity
4328,religion,religion
4329,ethnicity,ethnicity
4330,not_cyberbullying,other_cyberbullying
4331,not_cyberbullying,not_cyberbullying
4332,religion,religion
4333,other_cyberbullying,not_cyberbullying
4334,ethnicity,ethnicity
4335,age,age
4336,age,age
4337,not_cyberbullying,other_cyberbullying
4338,religion,religion
4339,religion,not_cyberbullying
4340,age,age
4341,other_cyberbullying,other_cyberbullying
4342,ethnicity,ethnicity
4343,not_cyberbullying,not_cyberbullying
4344,ethnicity,ethnicity
4345,gender,gender
4346,not_cyberbullying,not_cyberbullying
4347,not_cyberbullying,other_cyberbullying
4348,religion,religion
4349,other_cyberbullying,other_cyberbullying
4350,age,age
4351,gender,gender
4352,ethnicity,ethnicity
4353,ethnicity,ethnicity
4354,ethnicity,other_cyberbullying
4355,religion,religion
4356,age,age
4357,gender,gender
4358,ethnicity,ethnicity
4359,ethnicity,ethnicity
4360,other_cyberbullying,not_cyberbullying
4361,not_cyberbullying,not_cyberbullying
4362,religion,religion
4363,other_cyberbullying,other_cyberbullying
4364,religion,religion
4365,age,not_cyberbullying
4366,religion,religion
4367,not_cyberbullying,religion
4368,other_cyberbullying,not_cyberbullying
4369,age,age
4370,not_cyberbullying,not_cyberbullying
4371,religion,religion
4372,ethnicity,ethnicity
4373,not_cyberbullying,not_cyberbullying
4374,religion,religion
4375,not_cyberbullying,not_cyberbullying
4376,religion,religion
4377,gender,gender
4378,gender,gender
4379,age,age
4380,gender,gender
4381,religion,religion
4382,religion,religion
4383,other_cyberbullying,other_cyberbullying
4384,gender,gender
4385,gender,gender
4386,age,age
4387,age,age
4388,gender,gender
4389,religion,not_cyberbullying
4390,ethnicity,ethnicity
4391,ethnicity,ethnicity
4392,not_cyberbullying,not_cyberbullying
4393,gender,gender
4394,gender,other_cyberbullying
4395,ethnicity,ethnicity
4396,age,age
4397,not_cyberbullying,not_cyberbullying
4398,not_cyberbullying,not_cyberbullying
4399,not_cyberbullying,not_cyberbullying
4400,religion,other_cyberbullying
4401,not_cyberbullying,not_cyberbullying
4402,ethnicity,ethnicity
4403,religion,religion
4404,not_cyberbullying,other_cyberbullying
4405,age,age
4406,ethnicity,ethnicity
4407,age,age
4408,gender,gender
4409,age,age
4410,ethnicity,ethnicity
4411,gender,gender
4412,not_cyberbullying,not_cyberbullying
4413,not_cyberbullying,not_cyberbullying
4414,other_cyberbullying,other_cyberbullying
4415,not_cyberbullying,other_cyberbullying
4416,not_cyberbullying,other_cyberbullying
4417,gender,gender
4418,not_cyberbullying,not_cyberbullying
4419,ethnicity,ethnicity
4420,ethnicity,ethnicity
4421,religion,religion
4422,not_cyberbullying,gender
4423,gender,gender
4424,gender,gender
4425,age,age
4426,gender,gender
4427,age,age
4428,gender,gender
4429,religion,religion
4430,age,age
4431,ethnicity,ethnicity
4432,ethnicity,ethnicity
4433,gender,gender
4434,religion,religion
4435,other_cyberbullying,other_cyberbullying
4436,age,age
4437,ethnicity,ethnicity
4438,not_cyberbullying,not_cyberbullying
4439,religion,religion
4440,religion,gender
4441,gender,gender
4442,not_cyberbullying,not_cyberbullying
4443,other_cyberbullying,other_cyberbullying
4444,religion,religion
4445,not_cyberbullying,religion
4446,not_cyberbullying,other_cyberbullying
4447,not_cyberbullying,not_cyberbullying
4448,not_cyberbullying,not_cyberbullying
4449,ethnicity,ethnicity
4450,not_cyberbullying,other_cyberbullying
4451,not_cyberbullying,not_cyberbullying
4452,ethnicity,ethnicity
4453,age,age
4454,not_cyberbullying,not_cyberbullying
4455,ethnicity,ethnicity
4456,age,age
4457,age,age
4458,gender,other_cyberbullying
4459,other_cyberbullying,other_cyberbullying
4460,age,age
4461,ethnicity,ethnicity
4462,other_cyberbullying,gender
4463,other_cyberbullying,other_cyberbullying
4464,gender,gender
4465,age,age
4466,religion,religion
4467,age,age
4468,ethnicity,ethnicity
4469,not_cyberbullying,not_cyberbullying
4470,age,age
4471,other_cyberbullying,other_cyberbullying
4472,age,age
4473,gender,gender
4474,ethnicity,ethnicity
4475,gender,gender
4476,religion,religion
4477,ethnicity,ethnicity
4478,not_cyberbullying,not_cyberbullying
4479,age,age
4480,other_cyberbullying,other_cyberbullying
4481,gender,gender
4482,not_cyberbullying,other_cyberbullying
4483,religion,religion
4484,other_cyberbullying,other_cyberbullying
4485,other_cyberbullying,other_cyberbullying
4486,gender,not_cyberbullying
4487,ethnicity,ethnicity
4488,age,age
4489,religion,religion
4490,religion,religion
4491,gender,gender
4492,religion,religion
4493,age,age
4494,age,age
4495,gender,not_cyberbullying
4496,other_cyberbullying,not_cyberbullying
4497,religion,religion
4498,gender,gender
4499,religion,religion
4500,age,age
4501,not_cyberbullying,other_cyberbullying
4502,religion,religion
4503,ethnicity,ethnicity
4504,religion,religion
4505,age,age
4506,age,age
4507,religion,religion
4508,religion,religion
4509,religion,religion
4510,ethnicity,ethnicity
4511,age,age
4512,other_cyberbullying,other_cyberbullying
4513,not_cyberbullying,not_cyberbullying
4514,ethnicity,ethnicity
4515,other_cyberbullying,other_cyberbullying
4516,other_cyberbullying,not_cyberbullying
4517,gender,gender
4518,not_cyberbullying,other_cyberbullying
4519,other_cyberbullying,other_cyberbullying
4520,gender,gender
4521,other_cyberbullying,other_cyberbullying
4522,age,age
4523,religion,religion
4524,not_cyberbullying,other_cyberbullying
4525,age,age
4526,gender,gender
4527,not_cyberbullying,not_cyberbullying
4528,gender,gender
4529,not_cyberbullying,not_cyberbullying
4530,religion,religion
4531,ethnicity,ethnicity
4532,not_cyberbullying,not_cyberbullying
4533,not_cyberbullying,not_cyberbullying
4534,religion,religion
4535,ethnicity,ethnicity
4536,other_cyberbullying,other_cyberbullying
4537,religion,religion
4538,religion,religion
4539,age,age
4540,age,age
4541,ethnicity,ethnicity
4542,age,age
4543,ethnicity,ethnicity
4544,not_cyberbullying,other_cyberbullying
4545,religion,religion
4546,ethnicity,ethnicity
4547,age,age
4548,not_cyberbullying,other_cyberbullying
4549,gender,gender
4550,other_cyberbullying,other_cyberbullying
4551,other_cyberbullying,other_cyberbullying
4552,age,age
4553,gender,gender
4554,ethnicity,ethnicity
4555,gender,not_cyberbullying
4556,religion,religion
4557,other_cyberbullying,not_cyberbullying
4558,not_cyberbullying,other_cyberbullying
4559,age,age
4560,religion,religion
4561,gender,gender
4562,religion,religion
4563,not_cyberbullying,not_cyberbullying
4564,age,age
4565,other_cyberbullying,other_cyberbullying
4566,ethnicity,ethnicity
4567,other_cyberbullying,other_cyberbullying
4568,gender,gender
4569,other_cyberbullying,other_cyberbullying
4570,religion,religion
4571,gender,other_cyberbullying
4572,age,age
4573,other_cyberbullying,other_cyberbullying
4574,religion,religion
4575,ethnicity,ethnicity
4576,gender,gender
4577,age,age
4578,not_cyberbullying,not_cyberbullying
4579,other_cyberbullying,not_cyberbullying
4580,ethnicity,ethnicity
4581,gender,gender
4582,religion,religion
4583,age,age
4584,age,not_cyberbullying
4585,age,age
4586,ethnicity,ethnicity
4587,age,age
4588,gender,gender
4589,gender,gender
4590,gender,gender
4591,not_cyberbullying,not_cyberbullying
4592,age,age
4593,gender,gender
4594,ethnicity,ethnicity
4595,age,age
4596,not_cyberbullying,not_cyberbullying
4597,religion,religion
4598,religion,not_cyberbullying
4599,other_cyberbullying,other_cyberbullying
4600,age,age
4601,religion,religion
4602,religion,religion
4603,religion,religion
4604,gender,gender
4605,ethnicity,ethnicity
4606,not_cyberbullying,religion
4607,ethnicity,ethnicity
4608,other_cyberbullying,other_cyberbullying
4609,gender,not_cyberbullying
4610,religion,religion
4611,gender,gender
4612,religion,religion
4613,not_cyberbullying,other_cyberbullying
4614,ethnicity,ethnicity
4615,age,age
4616,ethnicity,ethnicity
4617,gender,gender
4618,other_cyberbullying,other_cyberbullying
4619,ethnicity,ethnicity
4620,not_cyberbullying,religion
4621,religion,religion
4622,gender,gender
4623,other_cyberbullying,other_cyberbullying
4624,religion,religion
4625,age,age
4626,not_cyberbullying,not_cyberbullying
4627,age,age
4628,age,age
4629,age,age
4630,age,age
4631,religion,religion
4632,age,age
4633,age,age
4634,not_cyberbullying,not_cyberbullying
4635,ethnicity,ethnicity
4636,ethnicity,ethnicity
4637,gender,gender
4638,gender,gender
4639,gender,gender
4640,other_cyberbullying,other_cyberbullying
4641,religion,religion
4642,other_cyberbullying,not_cyberbullying
4643,religion,religion
4644,not_cyberbullying,not_cyberbullying
4645,age,age
4646,not_cyberbullying,not_cyberbullying
4647,other_cyberbullying,not_cyberbullying
4648,religion,religion
4649,other_cyberbullying,not_cyberbullying
4650,age,age
4651,religion,religion
4652,religion,religion
4653,religion,religion
4654,other_cyberbullying,other_cyberbullying
4655,not_cyberbullying,not_cyberbullying
4656,age,age
4657,age,age
4658,religion,religion
4659,ethnicity,ethnicity
4660,religion,religion
4661,ethnicity,ethnicity
4662,ethnicity,ethnicity
4663,religion,religion
4664,age,age
4665,religion,religion
4666,age,age
4667,religion,religion
4668,other_cyberbullying,gender
4669,not_cyberbullying,not_cyberbullying
4670,religion,religion
4671,gender,gender
4672,ethnicity,ethnicity
4673,not_cyberbullying,not_cyberbullying
4674,age,age
4675,ethnicity,ethnicity
4676,religion,religion
4677,gender,gender
4678,ethnicity,ethnicity
4679,religion,not_cyberbullying
4680,not_cyberbullying,religion
4681,gender,gender
4682,not_cyberbullying,not_cyberbullying
4683,age,age
4684,age,age
4685,gender,gender
4686,gender,gender
4687,ethnicity,ethnicity
4688,religion,religion
4689,not_cyberbullying,not_cyberbullying
4690,other_cyberbullying,other_cyberbullying
4691,ethnicity,ethnicity
4692,other_cyberbullying,other_cyberbullying
4693,age,age
4694,age,age
4695,gender,other_cyberbullying
4696,religion,religion
4697,age,age
4698,not_cyberbullying,not_cyberbullying
4699,other_cyberbullying,gender
4700,other_cyberbullying,other_cyberbullying
4701,ethnicity,ethnicity
4702,age,age
4703,not_cyberbullying,not_cyberbullying
4704,gender,gender
4705,age,not_cyberbullying
4706,gender,gender
4707,gender,gender
4708,not_cyberbullying,not_cyberbullying
4709,age,age
4710,religion,religion
4711,religion,religion
4712,not_cyberbullying,not_cyberbullying
4713,ethnicity,ethnicity
4714,ethnicity,ethnicity
4715,gender,gender
4716,ethnicity,ethnicity
4717,gender,gender
4718,gender,gender
4719,age,age
4720,other_cyberbullying,other_cyberbullying
4721,gender,gender
4722,gender,not_cyberbullying
4723,gender,gender
4724,gender,gender
4725,age,age
4726,age,age
4727,ethnicity,ethnicity
4728,ethnicity,ethnicity
4729,age,age
4730,age,age
4731,age,age
4732,other_cyberbullying,gender
4733,gender,gender
4734,not_cyberbullying,not_cyberbullying
4735,ethnicity,ethnicity
4736,not_cyberbullying,not_cyberbullying
4737,gender,gender
4738,other_cyberbullying,other_cyberbullying
4739,age,age
4740,ethnicity,ethnicity
4741,age,age
4742,religion,religion
4743,age,age
4744,gender,gender
4745,religion,religion
4746,age,age
4747,other_cyberbullying,not_cyberbullying
4748,ethnicity,ethnicity
4749,religion,religion
4750,ethnicity,ethnicity
4751,ethnicity,ethnicity
4752,other_cyberbullying,other_cyberbullying
4753,not_cyberbullying,not_cyberbullying
4754,gender,gender
4755,religion,religion
4756,ethnicity,ethnicity
4757,other_cyberbullying,not_cyberbullying
4758,age,age
4759,religion,religion
4760,age,age
4761,gender,gender
4762,gender,gender
4763,religion,religion
4764,ethnicity,ethnicity
4765,religion,religion
4766,ethnicity,ethnicity
4767,gender,gender
4768,age,age
4769,religion,religion
4770,age,age
4771,gender,other_cyberbullying
4772,other_cyberbullying,other_cyberbullying
4773,not_cyberbullying,not_cyberbullying
4774,gender,gender
4775,age,age
4776,ethnicity,ethnicity
4777,other_cyberbullying,not_cyberbullying
4778,gender,gender
4779,religion,religion
4780,religion,religion
4781,religion,religion
4782,ethnicity,ethnicity
4783,age,age
4784,religion,religion
4785,age,age
4786,religion,religion
4787,religion,gender
4788,religion,religion
4789,age,age
4790,age,age
4791,gender,gender
4792,not_cyberbullying,not_cyberbullying
4793,ethnicity,ethnicity
4794,gender,gender
4795,ethnicity,ethnicity
4796,not_cyberbullying,not_cyberbullying
4797,age,age
4798,age,age
4799,not_cyberbullying,not_cyberbullying
4800,religion,religion
4801,not_cyberbullying,not_cyberbullying
4802,gender,gender
4803,not_cyberbullying,other_cyberbullying
4804,religion,religion
4805,gender,gender
4806,other_cyberbullying,not_cyberbullying
4807,gender,gender
4808,religion,religion
4809,gender,gender
4810,age,age
4811,not_cyberbullying,not_cyberbullying
4812,gender,gender
4813,age,age
4814,age,age
4815,gender,gender
4816,ethnicity,ethnicity
4817,other_cyberbullying,gender
4818,ethnicity,ethnicity
4819,religion,religion
4820,other_cyberbullying,other_cyberbullying
4821,gender,gender
4822,religion,religion
4823,not_cyberbullying,not_cyberbullying
4824,religion,religion
4825,religion,religion
4826,ethnicity,religion
4827,age,age
4828,ethnicity,ethnicity
4829,ethnicity,ethnicity
4830,gender,gender
4831,not_cyberbullying,not_cyberbullying
4832,ethnicity,ethnicity
4833,not_cyberbullying,not_cyberbullying
4834,ethnicity,ethnicity
4835,other_cyberbullying,other_cyberbullying
4836,religion,religion
4837,age,age
4838,other_cyberbullying,ethnicity
4839,religion,religion
4840,gender,gender
4841,age,age
4842,gender,gender
4843,other_cyberbullying,not_cyberbullying
4844,religion,not_cyberbullying
4845,ethnicity,ethnicity
4846,other_cyberbullying,other_cyberbullying
4847,ethnicity,ethnicity
4848,age,age
4849,age,age
4850,ethnicity,ethnicity
4851,gender,gender
4852,age,age
4853,age,age
4854,other_cyberbullying,other_cyberbullying
4855,age,age
4856,other_cyberbullying,other_cyberbullying
4857,religion,religion
4858,ethnicity,ethnicity
4859,other_cyberbullying,other_cyberbullying
4860,other_cyberbullying,other_cyberbullying
4861,not_cyberbullying,gender
4862,ethnicity,ethnicity
4863,gender,gender
4864,not_cyberbullying,gender
4865,religion,religion
4866,other_cyberbullying,other_cyberbullying
4867,gender,gender
4868,religion,religion
4869,ethnicity,ethnicity
4870,gender,gender
4871,other_cyberbullying,not_cyberbullying
4872,other_cyberbullying,other_cyberbullying
4873,religion,religion
4874,gender,gender
4875,age,age
4876,gender,gender
4877,not_cyberbullying,not_cyberbullying
4878,age,age
4879,age,age
4880,not_cyberbullying,gender
4881,age,age
4882,other_cyberbullying,not_cyberbullying
4883,religion,religion
4884,other_cyberbullying,gender
4885,other_cyberbullying,other_cyberbullying
4886,ethnicity,ethnicity
4887,not_cyberbullying,not_cyberbullying
4888,other_cyberbullying,other_cyberbullying
4889,gender,gender
4890,other_cyberbullying,other_cyberbullying
4891,religion,religion
4892,ethnicity,ethnicity
4893,gender,gender
4894,not_cyberbullying,not_cyberbullying
4895,religion,religion
4896,gender,gender
4897,age,age
4898,gender,gender
4899,age,age
4900,not_cyberbullying,not_cyberbullying
4901,religion,religion
4902,other_cyberbullying,other_cyberbullying
4903,ethnicity,ethnicity
4904,ethnicity,ethnicity
4905,age,age
4906,other_cyberbullying,gender
4907,ethnicity,ethnicity
4908,not_cyberbullying,gender
4909,religion,religion
4910,other_cyberbullying,not_cyberbullying
4911,not_cyberbullying,other_cyberbullying
4912,religion,religion
4913,ethnicity,ethnicity
4914,not_cyberbullying,not_cyberbullying
4915,gender,gender
4916,not_cyberbullying,not_cyberbullying
4917,gender,not_cyberbullying
4918,gender,gender
4919,ethnicity,ethnicity
4920,not_cyberbullying,not_cyberbullying
4921,religion,religion
4922,religion,religion
4923,religion,religion
4924,gender,gender
4925,ethnicity,ethnicity
4926,age,age
4927,age,age
4928,other_cyberbullying,not_cyberbullying
4929,religion,religion
4930,gender,gender
4931,religion,religion
4932,not_cyberbullying,not_cyberbullying
4933,gender,gender
4934,religion,religion
4935,religion,religion
4936,not_cyberbullying,not_cyberbullying
4937,gender,not_cyberbullying
4938,ethnicity,ethnicity
4939,ethnicity,ethnicity
4940,religion,religion
4941,not_cyberbullying,other_cyberbullying
4942,age,age
4943,ethnicity,ethnicity
4944,gender,ethnicity
4945,ethnicity,ethnicity
4946,religion,religion
4947,gender,not_cyberbullying
4948,religion,religion
4949,gender,gender
4950,age,age
4951,age,age
4952,other_cyberbullying,not_cyberbullying
4953,ethnicity,ethnicity
4954,not_cyberbullying,not_cyberbullying
4955,age,age
4956,age,age
4957,religion,religion
4958,gender,gender
4959,ethnicity,ethnicity
4960,gender,gender
4961,not_cyberbullying,not_cyberbullying
4962,age,age
4963,not_cyberbullying,not_cyberbullying
4964,ethnicity,ethnicity
4965,age,age
4966,gender,gender
4967,gender,gender
4968,other_cyberbullying,other_cyberbullying
4969,age,age
4970,ethnicity,ethnicity
4971,not_cyberbullying,not_cyberbullying
4972,age,age
4973,ethnicity,ethnicity
4974,ethnicity,ethnicity
4975,age,age
4976,not_cyberbullying,not_cyberbullying
4977,not_cyberbullying,not_cyberbullying
4978,not_cyberbullying,not_cyberbullying
4979,ethnicity,other_cyberbullying
4980,age,age
4981,not_cyberbullying,other_cyberbullying
4982,ethnicity,ethnicity
4983,age,age
4984,ethnicity,ethnicity
4985,not_cyberbullying,not_cyberbullying
4986,not_cyberbullying,not_cyberbullying
4987,religion,religion
4988,gender,other_cyberbullying
4989,religion,religion
4990,gender,gender
4991,gender,not_cyberbullying
4992,ethnicity,other_cyberbullying
4993,religion,religion
4994,gender,gender
4995,religion,religion
4996,ethnicity,ethnicity
4997,not_cyberbullying,not_cyberbullying
4998,ethnicity,ethnicity
4999,age,age
5000,not_cyberbullying,age
5001,age,not_cyberbullying
5002,gender,gender
5003,religion,religion
5004,age,age
5005,age,age
5006,other_cyberbullying,other_cyberbullying
5007,not_cyberbullying,not_cyberbullying
5008,age,age
5009,age,age
5010,other_cyberbullying,not_cyberbullying
5011,age,not_cyberbullying
5012,gender,gender
5013,not_cyberbullying,other_cyberbullying
5014,age,age
5015,gender,not_cyberbullying
5016,age,age
5017,religion,religion
5018,gender,other_cyberbullying
5019,other_cyberbullying,not_cyberbullying
5020,not_cyberbullying,not_cyberbullying
5021,religion,religion
5022,gender,gender
5023,not_cyberbullying,not_cyberbullying
5024,age,age
5025,gender,gender
5026,ethnicity,ethnicity
5027,not_cyberbullying,not_cyberbullying
5028,ethnicity,ethnicity
5029,not_cyberbullying,other_cyberbullying
5030,religion,religion
5031,religion,religion
5032,not_cyberbullying,not_cyberbullying
5033,not_cyberbullying,not_cyberbullying
5034,age,age
5035,gender,gender
5036,ethnicity,ethnicity
5037,age,age
5038,gender,gender
5039,religion,religion
5040,not_cyberbullying,not_cyberbullying
5041,gender,other_cyberbullying
5042,ethnicity,ethnicity
5043,not_cyberbullying,other_cyberbullying
5044,not_cyberbullying,not_cyberbullying
5045,gender,gender
5046,gender,gender
5047,other_cyberbullying,other_cyberbullying
5048,ethnicity,ethnicity
5049,religion,religion
5050,religion,religion
5051,ethnicity,ethnicity
5052,age,age
5053,religion,religion
5054,gender,gender
5055,gender,other_cyberbullying
5056,other_cyberbullying,other_cyberbullying
5057,ethnicity,ethnicity
5058,religion,religion
5059,gender,gender
5060,other_cyberbullying,other_cyberbullying
5061,gender,gender
5062,gender,gender
5063,ethnicity,ethnicity
5064,age,age
5065,religion,religion
5066,gender,gender
5067,age,age
5068,ethnicity,ethnicity
5069,gender,gender
5070,other_cyberbullying,other_cyberbullying
5071,age,not_cyberbullying
5072,ethnicity,ethnicity
5073,religion,religion
5074,ethnicity,ethnicity
5075,not_cyberbullying,not_cyberbullying
5076,other_cyberbullying,other_cyberbullying
5077,not_cyberbullying,other_cyberbullying
5078,ethnicity,ethnicity
5079,religion,religion
5080,religion,religion
5081,not_cyberbullying,not_cyberbullying
5082,not_cyberbullying,not_cyberbullying
5083,ethnicity,ethnicity
5084,religion,religion
5085,not_cyberbullying,not_cyberbullying
5086,gender,gender
5087,religion,religion
5088,age,age
