,tweet_text,cyberbullying_type,lang,score,y,tweet_length
20674,New PDF sample: *** In Support of a Radical Definition of Orthodoxy *** Antoine Arjakovsky Radical Orthodoxy: A Christian Answer to Postmodern Culture https://www.sheptytskyinstitute.ca/logos-a-journal-of-eastern-christian-studies-vol-47-nos-1-2-2006/ @mfjlewis @RafaeldeArizaga @bearspear @rightscholar @sibersong,religion,en,0.9999960215885774,2,314
20712,"https://twitter.com/MeraAalu/status/1261580411081232385?s=19 and the sole fact that you had no reply to this tweet just proves that you are the biased idiot here. i feel bad for the labour class and i blame bjp for not doing more, and i feel bad for kashmiri pandits and muslim women and i blame congress for it.",religion,en,0.9999952043188042,2,312
20733,"https://www.timesnownews.com/amp/india/article/they-shot-my-father-at-the-back-daughter-of-ajay-pandita-shot-dead-by-terrorists-lashes-out-at-cowards/604834?__twitter_impression=true This, this incident happened on 8 June 2020 and u have nothing to speak of it. U completely ignore radical islamic terrorism in kashmir. But for how long? Ha? For how long will u show ur hypocrisy and inhumanity?",religion,en,0.999995309448279,2,395
20804,There is no diff b/w hindutva and hinduism. Religious bigots and Radical Islamic Terrorism is attacking hinduism just like pakistan &amp; u guys taking name of hindutva.Getting killed by u peoples silently is tolerance and when we attack in self defence u start playing victim card.,religion,en,0.9999962545211676,2,282
20853,"fundamentalist in BJP say ""by Islamic terrorism they mean only those muslims involved in terrorism &amp; not entire muslim"" U say ""by Brahmanism u mean only those Brahmins involved in hegemony &amp; not entire Brahmins"" In practice all Brahmins &amp; Muslims r attacked.U both r same to us",religion,en,0.9999968849359672,2,289
20863,7. Anything you've heard different That #Nazis &amp; #Fascists #RightWing (which is small government/individual freedom-EXACT OPPOSITE!) Is like Sunni &amp; Shia saying other not Muslim &amp; fighting Just propaganda written by apologist useful idiots &amp; fellow travellers distancing selves,religion,en,0.9999961523898584,2,293
20902,"He killed d entire humanity&amp; who soever safe a soul, is like saving entire humanity. Islam or Quran did not ask anyone to kill in d name of jihad. Until we collectively show d terrorists DAT, there's no scripture backing there atrocities. And we face them as one people, things..",religion,en,0.9999961774783832,2,283
20903,"#SaveKashmir from Pakistan oppression. We need to liberate PoK from Pakistan military. Also, #SaveKashmir from radical Wahabbi-Pakistani plans. This is why we support repeal of 370, to liberate all of J&amp;K and promote moderate Muslims, minorities, Christians, Hindus, women, LGBT.",religion,en,0.999995619238176,2,283
20937,"Awesome Job #IndianArmy #India ! #Pakistan is synon with #Terrorism #SuicideSquad #Jihad. No mercy 4 #Pakistani #Islamic #Terrorists , #ISI or @OfficialDGISPR. Disgrace to humanity looting poor #Pakistanis &amp; spoiling #Islam name. #FreeBalochistan . No wonder #world despise them",religion,en,0.9999965216604794,2,282
20970,U are Still scared to call out Jihad Still scared to call out Pakistan Still scared to call out Islamic terrorism Only the platitudes - violence.. innocents &amp; bla bla . U r brushing the role of abv by calling it a Violence as if its some street brawl &amp; both sides r indulging,religion,en,0.99999557688749,2,283
21004,"@UN needs to take accountability for this #IslamicTerrorism being peddled on its platform. Almost every Terrorist in our nations are Muslim Terrorist, Jihad and hate for the world &amp; humanity. https://www.cia.gov/library/publications/the-world-factbook/fields/397.html @jihadwatchRS @norbertghofer @geertwilderspvv @TarekFatah",religion,en,0.9999955229634878,2,329
21005,"The radical Democrat anti-life position will cost them the support of #prolife groups, like Christians, Mormons, Orthodox Jews, Catholics &amp; Muslims. Estimated 21 million+ pro-life Dems. Their extreme views on abortion &amp; infanticide will cause #RedTsunami2020. Just #WalkAway",religion,en,0.9999971218621924,2,282
21014,"I know sister what are you saying , I know asia bibi case in Pakistan but sister if you read scripture of Quran you will find that IsIs do not follow Islam &amp; Media also try portray muslim bad, in Nz mosque attack was done Christian guy but media dont portrays Christian terrorist",religion,en,0.9999982074829824,2,283
21018,Polythesitic religion is better than polygamist religion and terrorist religion Islamic radicalization is responsible for suffering of Syria Jihad is responsible for bleeding of humanity being a doctor you should heal but you are adding insult to an injury https://twitter.com/DrSankalp2/status/971319014386487298,religion,en,0.999997197119958,2,313
21058,"Newsflash! None of those FOLKS are Christians, if they support Trump the Antichrist. They are brainwashed, radical, religious frauds. God &amp; His Son Jesus, don't, support Trump or the Evil Repulsivecans. My assessment of those Cult45 worshippers, is backed up by the New Testament.",religion,en,0.9999956387428884,2,284
21077,In a free world even a Christian woman has the right to withdraw if she finds something out that goes against her Christian lifestyle. Equality &amp; Freedom can not be just for one set of people. That is the whole point of Freedom &amp; equal rights. Otherwise Gays then become Biggots,religion,en,0.999995644556328,2,286
21109,"This piece reads like a bizarro PSA from the 50s: ""'far right ideology bled into his daily life. He began referring to himself as a conservative. He dated a christian woman.' 'it was kind of sad. How did you get this way?' Said, a friend of Mr. Cain"" https://www.nytimes.com/interactive/2019/06/08/technology/youtube-radical.html",religion,en,0.9999970133259746,2,329
21149,"Nobody deserves to be slandered & only you, Tamra & Shannon know the full story here but a divorced Christian man judging a Christian woman for letting loose !&amp; having fun is the most laughable attempt at trying to come out on top. ""Only God can judge,"" right? #ChristianValues",religion,en,0.999995875922746,2,281
21171,Lashkar’s #Rohingya outreach: Making terrorists in the name of humanity https://www.oneindia.com/india/lashkars-rohingya-outreach-making-terrorists-in-the-name-of-humanity-2599692.html?utm_source=article&amp;utm_medium=tweet-button&amp;utm_campaign=article-tweet #RohingyaCrisis #Jihad,religion,en,0.999999029607722,2,285
21182,"If there was justice @SkyNews and other #MSM would be shut down and those who work/ed in them whitewashing and promoting terrorist Jihad &amp; Jihadists as ""Self-defense"" &amp; ""civilians"" would be rotting behind bars for a 1000 yrs each for their crimes against #Syrians and #humanity.",religion,en,0.999997195603614,2,286
21189,Anyday YOU WEIRD South African Think You Can Use Your Formatting Fraud Team of FBI and Group of Satan Pleasant Help And Marry Me Illegal to A Insult TO Life FAGGOT AS A Christian Woman To Daringly Steal FBI Group.I WILL BOMB YOU &amp; South African In Justice Raffa or MY Rights. .,religion,en,0.9999966631689956,2,281
21202,I follow many & many follow me who have a variation of Atheist in their profile. I too am a non-theist. We need to support Andrew by buying his book (I did). This helps spread OUR message which Christian nationalists need to hear. We the majority oppose their radical ideas. ≠ https://twitter.com/ChrisHedgpeth/status/1168447422315540480,religion,en,0.9999975145491632,2,337
21223,"As we speak, SLAVES IN CHAINS are being bought/sold, abused/murdered, MOSTLY in MUSLIM COUNTRIES on continent of AFRICA. You've cheapened the word SLAVE &amp; SLAVERY w/your passive ignorance &amp; deceptive agenda. Get a clue &amp; buy a vowel you USEFUL IDIOT of the Marxist/Muslim kind...",religion,en,0.9999980858643952,2,291
21230,"'It's not rape in Islam' An ISIS 'wife' has said Yazidi women can be raped as sex slaves because it states prisoners of war are 'property' in the Quran. BUT: we were not at war with anyone. ISIS terrorists invaded our towns - kidnapped our women, girls, children &amp; killed men. https://twitter.com/Ezidi2/status/1275170683048386567",religion,en,0.9999953324291604,2,334
21244,"2.@narendramodi,@AmitShah, @HMOIndiaWITH POLITICAL SUPPORT CONVERSION OF ROHINGYAS CONFIRMS NOTORIOUS&amp; BRUTAL NEXUS OF CHRISTIAN MISSIONARY&amp;RADICAL ISLAMIC TERRORIST GROUPS WITH POLITICAL PARTIES INTENDED TO DEMOGRAPHIC CHANGE EVEN IN DELHI RISKING NATIONAL INTEGRITY&amp; SECURITY.",religion,en,0.9999978958926388,2,290
21300,"1000 years of Muslim RULE and you are still 80%, still talk of #ForcefulConversions? Look what chaos &amp; havoc putting idiots in power for 6 years have created in divided #Bharat. Imagine ruling #AkhandBharat for 1000 years &amp; you are still there. You have no moral to say anything.",religion,en,0.9999973530845196,2,287
21321,"You idiot, as a child I played sports with Jewish kids part of the same team(not Jewish or Muslim team), attended the 1st wedding I can remember was in a synagogue. Synagogue &amp; Mosque in the same compound and attended many discussions among Jews &amp; Muslims. Not always religion.",religion,en,0.999997071427201,2,285
21349,"Muslims, Rice Bag Converts, Paid Stooges and Idiot Hindus &amp; Sikhs you can Try to Tarnish the Identity of Savarkar or Akshay Kumar but they are gonna Live Forever. OH BTW Akshay is Not Scared of You Barking Dogs or Your Crown Prince. FYI:HIS TWEET IS STILL AVAILABLE FOR YOUR USE",religion,en,0.9999983204045652,2,282
21378,we will see how far you will go twisting everything in oromia&amp;southern states with islam!labling every mob deeds in oromia to muslim extremist&amp;tryin to create religious chaos in oromia between muslim&amp;christian oromos is good for nothing!you neftegna amharas playin idiot drama,religion,en,0.9999961113182386,2,288
21410,DOD: ‘No Corroborating Evidence‘ Russians Offered Bounties on U.S. Troops https://www.breitbart.com/politics/2020/06/29/pentagon-no-corroborating-evidence-russians-offered-bounties-troops-afghanistan/ via @BreitbartNews Only lunatics as radical communist anti Semitic anti Christian anti American democrats c come up w such senerio.Tpresident f day1as president s support t military,religion,en,0.9999960768934146,2,382
21472,"Pompeo is almost unbelievable: an apocalyptic Christian radical who believes in the ""End Justifies the Means"" &amp; is steering US policy in support of his own agenda. How he got to be where he is today is an indictment of the American electorate, the administration, &amp; @SenateGOP.",religion,en,0.9999933692982764,2,285
21502,"Right on! People wishing this on him just disgust me. Perhaps I have too much compassion at times, but I'm a Christian woman &amp; God created me this way on purpose. There is nothing worse anyone can do to Mueller than what he's facing already. He's suffering. I wish that on no one.",religion,en,0.9999989632364884,2,284
21535,"Then we need to stop calling them christians since Jesus Christ was a champion of the poor, outcast &amp; bullied people of His time. Preached love not hate. So from now on Radical Racist Evangelicals if they are support vile statements that cause pain emanating from Trump's mouth.",religion,en,0.9999966856353364,2,282
21543,"While all true, if you were a born again Christian, you'd have Wisdom &amp; Discernment to see through such a blatantly biased, one sided, radical political activist media &amp; their lies. You also couldn't support a political party whose platform supports what God calls ""Abominations""",religion,en,0.9999970676643892,2,287
21557,Hindi is not a national language Hindi was not national language & hindi will never be national language.There is not even any language called hindi it's just idiot idea to name urdu as hindi. so basically you guys took language of muslim&amp; renamed hindi using our devnagari script,religion,en,0.9999980219033332,2,284
21583,"Don't do #WhatAboutary idiot. Choose any #Madarsa of your choice and your timing, and raid it. You will not find lathis, swords or trishuls there I assure you unlike your #Shakhas. The government &amp; media efforts to #Demonize Muslims has converted Hindus into #RabidCommunalZombies",religion,en,0.9999985320838248,2,284
21585,"Pakistan is a real devilish & terrorist state of Islam responsible for massacre of billions of non Muslims, kidnapping &amp; raping of non Muslim women. Justifying all these misdeeds in name of Jihad. Pakistan is not a original or conquered state but a conspired state. No humanity",religion,en,0.9999956781410236,2,281
21625,"Drew Brees' wife, Brittany, apologizes: 'We are the problem' https://www.foxnews.com/sports/drew-brees-wife-brittany-apologizes-we-are-the-problem -unbelievable you not ""we""it was it was ISALM &amp; the Muslims that sold africans into slavery not whites, the whites of the Democratic party of idiot -",religion,en,0.9999959211887904,2,300
21654,Muslims-Jihadis-Terrorists can't hv Political-Religious-Educational+RIGHTS&gt;they r Invaders-Traitors-Predators-Barbarians conspiring Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity Hindusthani-Muslims r those who Accept-Respect-Protect Sanatan Sanskriti,religion,en,0.9999971629044132,2,283
21659,If one speaks bad about the muslim you will pay! Idiots! Twitter Verification Purge Targets Mediaite Journalist Who Reported on Obama Spying https://www.breitbart.com/tech/2020/05/25/twitter-verification-purge-targets-mediaite-journalist-who-reported-on-obama-spying/ via @BreitbartNews,religion,en,0.9999975853780632,2,286
21663,"Humanity Murdered,Bombed,Destroyed &amp; Destructed only by 1400 Yrs Mohammed Quran Pig Reproducing Radical Islamic Muslims Jihad, Fidayeen Terrorists &amp; caliphate Sharia Insucceration. I will Never ever say &amp; be Sorry. I mean it. I stand by this. BTW - I am Not Sanghi. Judge Mental.",religion,en,0.999998249254602,2,291
21678,"Invaders-Predators-Barbarians Muslims-Jihadis-Terrorists r BLEEDING Hindus-Hindutva-Hindusthan-Humanity since 1000+ years&gt; Now carried forward by Converted HINDUS, Halala Haram Paidaish Ppl For CONSPIRING Ghazwa-e-Hind JIHAD&gt; Ethnic-Religious-War Al-Taqiya &gt;VICTIM Cards r EXPIRED",religion,en,0.9999969963127102,2,289
21693,"Jihadists rape, stone Christian woman to death in Syria https://www.jpost.com/Middle-East/Jihadists-stone-Christian-woman-to-death-in-Syria-595978 Why is it that men feel they have the right to treat women this way? It is an age old custom that must be eradicated from the male psyche",religion,en,0.9999949073797348,2,284
21727,"Who in their right mind would pay her? Or to even actually taste her GUMBO? She's a joke! Calling everyone Boo &amp; trying to morally judge others while staking the claim that she's a ""Christian woman"" after all the crap she pulled as the DNC chair &amp; Bernie's Primary w/Hilderbeast?",religion,en,0.9999946423195022,2,287
21748,Do not talk like an idiot. You thought hindus wil keep quiet like before. Take this as a warning not 2 play games. Will a muslim agree 2 majid 2 b called a temple? Dat speaks of uridiosy. Like I said before start by giving all urblack money asdonation 2 start with &amp; then defend.,religion,en,0.9999979824827449,2,283
21750,Says some idiot who follows Katie Hopkins! Grow up you silly man! I have done a 3 years degree on British Colonial past &amp; do know a thing or two about this. She is a Muslim and married a sex trader! what does that tell you. She is neither a Muslim nor someone who speaks for BAEM,religion,en,0.9999971360034454,2,283
21756,"#KAG2020 FACT and McCain et al supported that stupidity. The only one protecting the Christians was Assad's government. The Christians had to support Assad or suffer Islamic radical genocide, forced conversion, then slavery. NYT &amp; WaPo need to be rejected outright for their lies",religion,en,0.9999951220587944,2,283
21765,"I WILL NOT return to .@ChickfilA after today. YES, I love their food &amp; customer service. BUT, I’m taking a STAND that THEY could NOT!! I WON’T support .@ChickfilA as long as it sacrifices its #Christian beliefs; caves to the radical #leftists. #Conviction #MAGA #QAnon #WWG1WGA",religion,en,0.9999953394117752,2,281
21816,There are Christian atheists &amp; agnostics. Some are pastors &amp; priests https://www.theguardian.com/world/2016/apr/24/atheist-pastor-canada-gretta-vosper-united-church-canada And there are many Jews who are atheists &amp; agnostics. There are also many religious people who support Black Lives Matter. And many support radical politics https://religionandpolitics.org/2018/09/25/the-radical-rise-of-liberation-theology-an-interview-with-lilian-calles-barger/,religion,en,0.9999972214185778,2,463
21836,"ISIS is following not just any random outside ideas, ISIS follows Quran completely to 1st&amp; last word. Please declare this religious book as evil terrorist propaganda and Ban it. Democracies will only survive if we stop this undemocratic terrorist religion and it's terrorist book.",religion,en,0.9999936402995848,2,284
21899,"U are all a bunch of idiots. #Kashmiri ppl never gave you the mandate to call it YOUR territory. #Kashmir belongs to #Kashmiris &amp; we are a Muslim Majority region with a MAJORITY Muslim indigenous population. Facts a lot of people, mostly Islamophobic bigots can’t handle @nytimes",religion,en,0.9999947738042329,2,283
21934,"It might be worth looking at data on deaths from terrorism here in the U.K. vs the U.S. White male terrorism in school, church, etc. shootings kills many times more than Islamic terrorism every year, with only one exception. https://en.m.wikipedia.org/wiki/Terrorism_in_the_United_States Be afraid of the right things.",religion,en,0.9999975048919808,2,318
21950,RADICAL LEFTIST GROUP Threatens Christian Prayer Rally Planned on Saturday to Save the Iconic St. Louis Statue in Forest Park https://www.thegatewaypundit.com/2020/06/update-radical-leftist-group-threatens-christian-prayer-rally-planned-saturday-save-iconic-st-louis-statue-forest-park/?utm_source=Twitter&amp;utm_medium=PostTopSharingButtons&amp;utm_campaign=websitesharingbuttons via @gatewaypundit The Leftist plan to attack a prayer group. Satan runs rampant through the left and the Dems who support them,religion,en,0.9999943591977094,2,509
21955,How can anyone truly be a Christian supporting the far left radical Dems? Dems support abortion at 9 months and beyond if the little one makes it. They support &amp; defend traitors in this country while spewing propaganda in the MSM. Evil has infiltrated Christianity Today as well!,religion,en,0.9999958068875736,2,283
21970,Who r u to question him? If u can't raise #voice &amp; condemn #Islamic terrorism in J&amp;K #Lashkar-e-Taiba #Jaish-e-Mohammed #HijbulMujahideen #AlBadrMujahideen #Harkat-ul-Mujahideen #JKLF #Hurriyat Ever seen @OmarAbdullah @MehboobaMufti condemning #Islamic terrorism in J&amp;K even once?,religion,en,0.9999965846911814,2,292
21979,"Idiot U. If country was not divided, this country would hv been in the hands of a joint front of Muslims, dalits and other backward communities. Did you want it? So, division was more important for hardline selfish Hindus, than for Muslims. Study d demography b4 &amp; after partition",religion,en,0.9999957472487276,2,284
22022,".Know what bothers me? Democrats will support Clinton for Waco, &amp; say, ""it's sad what happened but those RADICAL Christians had to go."" But they'll turn around &amp; say that folks like this aren't radical, or demand you don't marginalize them. I wish they were at LEAST consistent.",religion,en,0.99999833419188,2,286
22023,#Hinduphobia_in_Arab U have religious sharia law &amp; no freedom of religion to other non-Muslim . U have religious Umma not us. U pray for Muslim brotherhood &amp; We pray for humanity U never speak against genocide due Islamic terrorism Ur silence is cause all “Islamophoba” not us,religion,en,0.9999970902256377,2,284
22035,"Iran Sentences Christian Woman to 10 Lashes, Prison for Protesting Downed Airplane - Michael Foust https://www.christianheadlines.com/contributors/michael-foust/iran-sentences-christian-woman-to-10-lashes-prison-for-protesting-downed-airplane.html via @christianhlines Yes that is horrible and Iran is a human rights violater but so is China and the Democratic party !",religion,en,0.99999590591288,2,368
22106,Human beings ought to understand: Irrespective of what the Terrorists claim to stand for i.e. Jihad Crusade or White Supremacy or Hindutva the end result is always Loss of life Battered Families &amp; Orphaned Children. May Allah have Mercy on their Souls &amp; grant Hidayah to humanity.,religion,en,0.9999961492396172,2,288
22120,"Indians are Asians in case you weren’t aware. The way police beat their own citizens is just barbaric. The point is. The boy is Chinese &amp; is being beaten up, &amp; some idiot thinks it’s fine because of what “supposedly Muslims”.Man unfortunately has been cruel to man for centuries",religion,en,0.9999974697651262,2,286
22222,I'm Indian but I'm supporting you for the election hope u won &amp; become president again I request to all indian live in US vote for Trump because he is the man who help other countries against Islamic terrorism in world Right now there is propaganda going on in US to blame Trump,religion,en,0.9999961414863636,2,282
22244,“A Pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a Christian woman in a blasphemy case.” https://www.aljazeera.com/news/2020/01/pakistani-activists-sentenced-blasphemy-protests-200117092607998.html,religion,en,0.9999948971592776,2,313
22254,Do u know anythg abt Humanity sir? As per u everythg is alright in India whn ppl r being Attacked &amp; Lynched bcoz of the relgion or caste thy belong to? I know Jihad &amp; types forms of it. Good &amp; Bad both! But does it mean wht Hinduvta Terrorists r doing to Minorities is right?,religion,en,0.9999969086600058,2,287
22263,"Plus, you are so ignorant I can not even believe. You are from greece idiots. 100 years ago, everything defines you were still about east YET you don't even know ALL 10th,11th,12th centuries are about muslims translating ancient texts and they enter Europe through Arabic &amp; Latin.",religion,en,0.999997728467586,2,284
22273,"Chick-Fil-A has a right to donate to any high profile Christian organization it pleases. Unfortunately, they gave into these radical far left groups falsely accusing Chick-Fil-A of being anti-LGBT. Contact Chick-Fil-A &amp; show your support at 1-866-232-2040. Tell them how you feel.",religion,en,0.9999971547275543,2,284
22288,Sir I just want 2 ask u r u ok wd all d killings &amp; demonizing of 1 community?? Is ur hate dat strong? &amp; please don't come up wd radical islamic terrorism no person including Muslims in their right senses support it or ever will..r u comfortable turning a blind eye 4m d truth?,religion,en,0.9999964131524092,2,284
23424,"You fear me, because you don't know what I am. I look like a woman, I sound like a man, and your reason tells yo... http://t.co/y7nZgOOWQ9
Oh, sweetie. I don't do passive aggressive. I'm aggressive aggressive. http://t.co/lge7WMbCdW
@LaurenSchacher @Jezebel the gigglefits over FEMINAZI STOLE MY ICE CREAM!"" are real.",other_cyberbullying,en,0.9999984408132844,3,319
23651,"@Sweetie_Niesha: So Im getting bullied via twitter by @TheVicSmith
@hridaybala I don't read breitbart ;)
RT @Spacekatgal: I &lt;3 both of you. The scene in Captain America with the grenade? I'd do that for both of you. &lt;3 @freebsdgirl @thequinnspi…
Grey lion. #norman #mainecoon #maine #coon #kat #cat #pet #grey #lion #lay #window #look #eyes #paw… https://t.co/YgWFyCndDb
@brennalevitin still working on getting my language right. i make mistakes sometimes. &gt;.&gt;
He is not all there. And I guess he keeps forgetting that the dog just went outside and ughhhh I want to sleep.
I'm talking about people that take an active stand to say they want to create solutions for harassment, but do nothing beyond get RTed.
@ItsSeanMcclam lol.. you bully :(
@KellsKells_ I never bully you :) the hated words going about.. X
@Asperger_Mom The one that Zoey is claiming that I am bullying"" her .. where she defames and libels me ... Lisa Jo Rudy's blog yesterday.",other_cyberbullying,en,0.9999973609805316,3,967
24117,"If cats looked like frogs we'd realize what nasty, cruel little
http://t.co/ZxbZV39jru: Cat Attacks Pork Rib http://t.co/T6GF93F2sp #attacks #coon #maine #pork
@Brysynner I wrote a tool so people wouldn't have to listen to their hate filled rants.
@almafeta I think women in general have issues talking about money for activism. Lots of articles on this.
http://t.co/ZxbZV39jru: Maine Coon Babys www.#of-loveliness.de http://t.co/hnuMt7cCMK #babys #coon #maine
@alexlifschitz @pravyy_ wow. this is great.
Not looking for FTE outside of my anti-harassment org ;) @sebkha
@zeynep @twitter @delbius omg, is that what happened? i keep hitting the wrong button.
@dreamachineries yup. my other dog's name is leo. :)
@knouase Oh you could be right plus didn't Shelly try to bully her.
""Feminazi is a real timesaver, because someone saying that just freed you from listening to them ever..."" http://t.co/xAxGqLzYNk",other_cyberbullying,en,0.9999974377636428,3,916
27025,"is feminazi an actual word with a denot…
@Nasharchy my job means protecting people. even the people i don't agree with/like.
They barely cooked anything on that entrée #MKR
RT @kf: Like, no. If a community fostering jerks prevents users from adopting that community's code, it is very much a technical problem.
It's almost time. :)
@JamesGweenwood shock youre bullying me again.
@LionLionEatEat yeah, someone DMed me a screenshot. meh. let her. i have no idea who she even is.
For more egregious cases for harassment, we definitely need to be able to respond to those appropriately. But most toxicity isn't this.
So, this happened. http://t.co/ZPTRtsYFiV
@Nibelsnarfabarf @srhbutts @GRIMACHU it is really funny all the assumptions they make about how it works - and how much they are wrong.
The lack of self-awareness from @wadhwa right now is staggering and hilarious. #stopwadhwa2015
Hahahaha http://t.co/JRPkJCNVH9
This is going to be a better finale than how I met your mother, one way or another.
Trump and his evil cabal of criminals will be caught and his lying ass will be impeached and it won't b a moment too soon.
@saintneko i love rock band. :P
I dedicate this thread to @SwiftOnSecurity
RT @srhbutts: women at GDC share heartbreaking stories. this is how #gamergate chooses to respond. http://t.co/Q7aBw89VqN
@slainv_fr I try. I still make mistakes. It's hard.
If you think our president needs congressional approval to do what he did... You are an idiot ð
RT @EmpressSudol: @freebsdgirl That's just it though.... it's not even a book, it's the rejected first draft of To Kill A Mockingbird befor…
Ain't gonna lie, think I might try pomegranate in a cous cous salad.. Sounds yum  #MKR
&gt;'feminazi'
@Brittany_Blade @Feminazi_Front well they aren't.  ISIS claims to be Muslim, but they're beliefs are nothing like it.  So I don't (1/2)
@HARPcast @Zajice I don't fucking ever know when anything is going on!
Large spiders.
@conlan_webster it's pretty rad having a non-standard name. although there's getting to be more randi harpers in the world. poor things.
people who take advantage of generosity are the worst never again will I offer up my cheetohs you greedy bastards
I hate a person that assumes shyt like come fucking ask me to clarify I ain't gone lie to you dumbass ðð¾
RT @missclarolyn: You didn't give me a deconstructed lemon tart, but have a 7 anyway, for the item that wasn't on the menu #MKR
So the selena hate accounts think nolan is cyber bullying??? ya tht makes a lot of sense. NOT!!
Titanfall 2 - SALTBALL. GRAPPLE. RONIN. | Music by Iniquity https://t.co/XbLxu9nQjx via @YouTube shits sick dude! @iNiQu1TY
@Charlottesph even though that girl was being a bully, zachs mom was kind of rude to you. she should know better than to say that.
@KatelinReed is a big ole mean bully of a sister 
@DiceTechJobs @Itshella_dom @Maira_Benjamin @jenrpetersen that isn't me.
RT @SQUlDZ: This bitch wanna be a penguin so bad https://t.co/pK6YnmXcBS
I was getting really into reading these blue apron recipes until I realized they don't use the Oxford comma. https://t.co/vnBWqNVinD
@sayyMiaa Lmao naw.. Nobody likes me, but thank you! You're nice too, when you're not trying to bully ppl
@mcmahoniel there's a lot of sarcasm and doublespeak in this group, especially. appropriation of terms. text filters just don't work.
RT @atonal440: @freebsdgirl this comment on this article reminded me of you. Do you stilget DOS mansplainers? http://t.co/phZ5ePVnCx http:/…
Nintendo 3DS http://t.co/HbxvCUvVNk
@mcmahoniel unfortunately, no. text filters are too high-risk.
@Cath_Mayoevans @julesrisk63 u virtual bully making her hit me lol
@tthacker15 @Frazer_Cobb will you two stop bullying me. Thankyou.
.@Wavinator @CHOBITCOIN I love HTs like this...I just spin the gallery on my tablet like the Price Is Right wheel and use whatever comes up.
@Matt_Cooke86 Nutrition is key to closing the .#Aboriginal life expectancy gap http://t.co/IHtNiRJMa9 @croakeyblog http://t.co/ktnqAD0TM3
Check out my guest post on @Zusterschap blog http://t.co/WKgrwsBO0v My response to the #BlameOneNotAll thread!
@darxtorm sigh
Finally a meal without dracko piping up 🙉 #MKR
@PlumsOfDoom he was just unfairly antagonized by that bully Barton that I wanted on our team! Bastad that one! Lol
https://t.co/Lku6rHKV8F
RT @a_man_in_black: @freebsdgirl You might want to take this to whoever your person at Twitter is. https://t.co/QsUdICRIEP
How should I even classify this? Wielding a mob? Indirect bullying? I'm not sure.
Why did Kelly attack Brie? First she attacks from behind, now she attacks unprovoked! She's a bigger bully than the Divas of Destruction!
@leyna76 In this case, evidently, yes.
@stibbons then use that. :P
RT @SlavenOUT: BILIC I FUCKING HATE YOU, WATCH US LOSE TO SWANSEA AND RELEGATION WILL BE IMMINENT
@m_d3mps3y Debts because you're so fucking in the hole because all you and your pathetic ass boyfriend"" do are putâ¦ https://t.co/9gDwpQGcUI",other_cyberbullying,en,0.9999952464106716,3,5018
27569,"@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""
@eDRoaCH @twitter think about how passwords work. are they stored in plaintext? can the provider easily decrypt them? nope.
I'm living proof that fat people can glam fashion it up. Despite most of those plus size sites having the UGLIEST clothes.
WHAT?! I am a lesbian. It is my JOB to hate (cishet) men. I signed a damn CONTRACT.
@kimskitchensink the place next to little Caesars on San Pablo in emeryville.
i played the video for him and he stopped.
@BasicMountain i have some pretty fantastic wonderwoman stuff. but i prefer marvel, hands down. DC chars seem to emo.
It is great to hear that there's more women getting involved with #FreeBSD. :) The community is fantastic and has always been supportive.
While you can hire a lawyer to help you speak to the police, that's kind of where their - and YOUR - involvement ends. @PendragonTarot
My 13 yr old cousins FB status were depressing. Iasked if she was ok.then if she was being bullied. she wrote back ONLY BY YOU AT THE MOMENT
@RealityForger just change your profile pic/name to a woman, pref w/brightly colored hair. Tweet out gamers are dead"" or ""games are sexist""",other_cyberbullying,en,0.9999982543046896,3,1242
